message,emotion
"On January 17, 2023, Bruce Lomedico was hit by a car while walking home from work. He was transported to St. Peter's Hospital. They determined that he has several broken bones in his shoulder and a laceration to his head. They estimate that it will take 3 months, maybe more for him to recover from his injuries.

We all know and love Bruce. He brings so much laughter and joy to our lives. He makes us all fresh breads and goodies regularly. He makes a point to show how much he cares about us every time we interact with him. It's our turn to show him.

With this fundraiser, everyone will be able to see how much was donated and when. It will be completely transparent, and the account will be given over to Bruce as soon as he can access it. Please help and share!",joy
"Hi, my name is Rob Furio. 
 Anyone who truly knows me knows that Iâm a very proud man and donât ask for help.    
This is extremely hard for me to do, begging for money.
Iâm attempting to raise enough money to cover the costs of staying in Pittsburgh, Pa for a week for pre heart testing. Iâm on disability due to my heart condition and receive a small amount every month which barely covers normal expenses. There is no way I can cover these extra costs. If I canât raise the money, Iâll have to cancel And will be removed from the transplant list.
I ABSOLUTELY HATE BEGGING FOR MONEY BUT I HAVE NO OTHER OPTION.
If youâre willing to help me I thank you from the bottom of my heart.",anger
"Keith Connolly, age 37, has Cystic Fibrosis, CF Related Diabetes, and recently diagnosed Pancreatic Cancer.
Sunday, May 30th, 2021 was one of the happiest days for our family; Keith and Kristin were married and looking forward to a beautiful life together! They moved into their home in N. College Hill and started planning their future. Fast forward a year to celebrate their 1st wedding anniversary at the hospital. Keith experienced back and stomach pain and was jaundiced. He was eventually diagnosed with Pancreatic Cancer. Six months later, Keith has undergone several aggressive chemotherapy sessions at UC Barrett Cancer Center and is being followed by Dr. Mark Truty with visits to Mayo Clinic in Rochester, MN, every 2 months. As one can imagine, it has been tough to focus on the house during this time, and there is an immediate need for repair. Both bathrooms have peeling paint, mold, and no ventilation. It is a very concerning health hazard for Keith due to CF and cancer, as well as for Kristin. They have contracted with an individual to do the work but need help financially to pay for it. Any assistance would be greatly appreciated! Thank you - The Connollyâs",joy
"Hi Iâm Brianâs younger brother Mike. I absolutely hate having to do this, my brother Brian is in the final stages of heart failure. Heâs had multiple heart attacks over the past 10 years, along with surgeries and a pacemaker. He was also diagnosed recently with Copd. He cannot work ever again. The doctors have given him 2 years to live if he doesnât receive a heart transplant. He will be in and out of hospitals for procedures for the coming months. The only income heâs receiving is from his wife Lyn. They are struggling financially and Lyn will possibly have to miss work to help Brian out. I am asking anyone who knows the Sims family to please help as much as possible to help him and the family with bills. Thank you.",anger
"Hello, my name is Dennis Pittman. I am the Commander of The Sons of The American Legion Squadron 140 in Prescott Valley Arizona and grandfather to Jayla. On December 21st, 2022 my son (Jeffery) and daughter-in-law (Kalista) received an unexpected Christmas present. Jayla Dawn Pittman. I say Jayla was unexpected as she wasn't due to be born until mid April 2023. Jayla had come at 25 weeks. Jayla is doing well at the current time, but as you can imagine, the cost associated with a 25-week premie and the time needed at the hospital was unprepared for. Also hurting the situation, her dad (Jeffery) had been let go from his job in the weeks before her birth and is still looking for employment. The goal of this fundraiser is to raise enough money for the family to be able to get by until the situation improves and to allow the family focus to be on Jayla and not on just trying to pay bills and exist. This fundraiser is being run through the Sons of The American Legion Squadron 140 and all donations will be turned over to the family so they may best decide the best use for them. As a part of The American Legion Post 140, donations are tax-deductible.",surprise
"This fundraiser has been set up to raise medical and living expenses for our friend, Carol, to assist in her recovery from a traumatic brain injury.

Carol was enjoying the last few days of her maternity leave and was crossing the road at a pedestrian crossing when she was knocked down by a truck in Ardee. She was brought to Beaumont Hospital and was in critical condition fighting for her life. Thanks to the great work of her doctors, she pulled through and is thankfully out of a coma. However, she will need considerable care and rehabilitation to get back on her feet.

She has two daughters - 5-year old Bonnie and 7-month old Daisy - who love her dearly and want their mommy back. We are raising funds to help with her rehabilitation and so that her husband, Kealan, can help take care of her and their girls.

We canât wait to have our kind, witty, loving friend Carol back to herself again and we would really appreciate your support by donating whatever you can afford.",joy
"Hi my name is Diane, and on Saturday October 29, 2022 I was rushed from work to urgent care experiencing chest pains after an EKG test Dr had me transported to the ER by ambulance for further testing. While in the ER my blood pressure kept getting high and higher. Then it all of a sudden dropped after CT SCAN and ultrasound I had to have emergency surgery. I have to be off work for four to six weeks... I'm an independent contractor driver so any donations will help at the moment.. I will be very grateful and appreciative. I own my home and work very hard to keep my bills a flow I never bother anyone unless I really really need it and I really need the help at the moment. This was very unexpected and God knows I need the help thanks in advance to all who reaches out to help may God bless and keep you safe. Thanks again.",gratitude
"Hello, our names are John and Shirley Huyett, owners of a Wendyâs restaurant on N. Davis Road in Salinas, CA. We are coming to you today to ask for your donations for the memorial and funeral expenses for Manuel Anguiano, the general manager of our store for over 10 years; and, for the ongoing medical expenses for Guadalupe Alcantar, his wife and also a dedicated employee. Manuel and Guadalupe, were involved in a head on collision Saturday evening, March 5th on the way to a concert in Fresno, Ca. Sadly, Manuel passed away at the scene of the accident and Guadalupe was air-lifted to Community Regional Medical Center Hospital in Fresno with a broken back and numerous injuries. Our hearts are broken for the loss of Manuel, who was a hardworking, good father who loved his family and friends. We would like to ask for your help in donating to this cause for Guadalupe and her children. Their ages are 20, 19, 15, 8 and 7. Please help us bring financial relief for Guadalupe as she recovers from her many surgeries and injuries. Our prayers are with Guadalupe and their children as they face this devastating loss together. Please say a prayer for them. RIP Manuel, you will be missed.",sadness
Hi my name is Bob. I met Nick last summer at a job interview. While interviewing him we just hit it off and had a lot of the same interests and fortunately for me Nick accepted the job offer. Heâs become a great asset to the company and also a friend. All of his coworkers really enjoy working with him and get along with him great. He would talk about his family and you could tell that they were very important to him. He told me about his daughter Hannah and all that she had been through. Sheâs 19 months old and a year ago had a liver transplant. Sheâs had medical treatments all along and has bills coming in from that and has a long road ahead of her yet. And Nick has to be away from work to be involved in that once in awhile. Then about a month ago Nick got sick and hasnât been able to work a lot. This past week he was in the hospital for a stay. Now since he hasnât been able to work the bills are coming in and money isnât there to pay them. They are going to possibly lose their house and car if they donât get some kind of help.,joy
"For those of you following along on our journey since March, you know that my Dad had 7 strokes and is on a long rehab journey. He has spent countless weeks at St Lukes and the Rehab Hospital of WI and is now home and working hard in outpatient rehab. If you're just joining us, you can catch up here!

As he continues to work towards independence, he has unfortunately exhausted his leave options with his employer of 30 years which has left us to spend our time and resources figuring out WHAT'S NEXT for him?!

His positive attitude and perservance is nothing short of inspirational, and he has been incredibly optimistic about what his new life will look like. As a family, we are working towards what the new normal is for him and so many people have reached out to ask how they can help.

Although his ability to earn a living has changed, I am so confident he has a lot left to teach us, and so many more laughs to give!

We created this link due to folks reaching out who are unable to attend the fundraiser we are planning. We hope if you are able, you'll join us on November 6th from 12-8pm at the Okauchee Lions Building for Jams for Joe ! We are so looking forward to having a building full of support and love!!

So much love to ALL who have prayed for our family this year.",optimism
"Hi my name is Emma. I have set up this page to raise money and awareness for World Prematurity Day. I am going to be donating the money I raise to Galway University Hospital Neonatal Intensive Care Unit and Mayo University Hospital Special Care Baby Unit.

Our son, Fionn, was born 10 weeks early in January 2021 weighing 3lbs 9oz. His first home was NICU where he spent 17 days. He was then transferred to SCBU where he spent 27 days. The staff were absolutely incredible in both hospitals.

I would love to contribute to both NICU and SCBU to show our appreciation for all that they did for us as a family and all that they do for others. I hope with the money raised they can make the lives of parents who go through similar that bit easier in what is a very scary time.

1 in 10 babies worldwide are born prematurely which is a crazy statistic and something I only found out after Fionn was born.

So I had the idea of raising the money to spur me on to do my first 10km since Fionn was born, a kilometre for every week of prematurity he was. Today I did the 10km run and am hoping you'll donate what you can to a worthy cause.",optimism
Rigby had some problems with his foot and needed emergency surgery to fix it. Still not sure what caused him to start licking it but his foot was pretty bad with infection and inflamed. With antibiotics and wound care it looks like it will almost be close to $700 including follow up. It doesn't look like cancer but he still needs help. Although I started a new job we are still catching up from when I lost my job in late October . Any amount will help. We love Rigby very much and I would hate to see my girls going though any hardship by losing him so I made the decision to go ahead with the surgery despite the finances. He's my homeboy and I love him so much â¤ï¸,love
"We are the Lutz family and are raising funds to help cover living and medical costs for our beloved son, father, and brother Kyal who has been suffering from kidney failure. Kyal is a hard-working, dedicated father who has built his life around raising his beautiful 9-year-old boy Clayton.

On Sunday evening of November 13th, after enduring a high fever and severe back pain, Kyal drove to the emergency room. A CT scan revealed his right kidney was failing due to a previously undetected congenital disability, causing high infection levels and a fever reaching 103. Our family was devastated to learn how much his body was enduring.

The kidney was infected due to complications preventing his renal system from draining, and on November 17th, he was hospitalized to manage his fever and high white blood cell levels.

Beyond the missed work and hospitalization costs in just this first week, Kyal will need help covering medical and living expenses as he recovers from his kidney removal surgery in January. We are asking our friends, family, and community to help us cover the high amount of these costs and provide Kyal some relief from financial stress so he can return healed to a vibrant, joyful life with his son and family.",sadness
"Hi all,
With my momâs permission, I am starting this Gofundme. The reason I picked this picture is because this is the Brian I know. He isnât doing well, and mom needs some help. She canât get him in and out of a car and a handicapped van is $6000! Brian also needs a special wheelchair, which is another $2500. Seeing the biggest goofball I know not be able to make the dorky jokes that make you roll your eyes, or do any of the things he has always wanted to do, kills me. Knowing that my mother is watching the love of her life fight for his life is killing me. I am begging for any help at all. If you canât financially help please share this post. Please help my mom and Brian have some peace of mind right now. â¤ï¸",anger
"Hi guys I really didn't want to do this - because embarrassing.
We need some help with funds for accommodation, medication, tolls, petrol and food.

So on the 17th of January Ryker had tipped boiling hot water all over himself.
We had immediately put him under a cold shower, after 40 minutes we had taken him up to the Crookwell hospital, they had also put him under a cold shower for a further 40 minutes. After dressing his wounds they had rung up Westmead Children's hospital where they were told to bring him up immediately.
When we got to Westmead, they were so happy that we had been able to keep him under the cold water for so long.
They have dressed the wounds with a special kind of dressing.
They have said that we need to come back to Sydney next Tuesday for a follow-up appointment and then maybe another one after that.

I hate that I have asked for some money, but please if you could possibly spare some, we would muchly appreciate it.
ï¿¼

ï¿¼

ï¿¼

ï¿¼



ï¿¼

ï¿¼",anger
"Hello Everyone! My family just found out that my Uncle has Stage-4 Liver Cancer that has traveled to his lungs and was given 6-8 months. During this time, he will attempt Chemo but honestly, the Doc could not say if it would really do a dent! My family is not rich, no retirement, life insurance and so no we are in this state of shock with a lot of questions to sort through! I am looking for donations to assist my Uncle and Aunt to:
Transportation 
Food
Hotels
Bills
Funeral Costs 
End of Life Care 
End of Life Activities

Anything will help and I appreciate anything you got!

Thank you so much!!

-Kyle  ",surprise
"Hi, my name is Gary I am Fundraising for my mother Anna Lista. She has been recently diagnosed with glaucoma and she is losing her vision. Soon she will be completely blind. She also has to live the rest of her life on oxygen. She has been the provider of a husband and two kids. She has worked all her life and is now left with heartache knowing she can not provide for her family anymore. She has worked so long barely taking time off for vacations and birthdays because working and providing for her the people she loves the most, if it was family or friends she would help. That meant everything to her and now she knows she can no longer work; she is devastated by these out-of-the-blue medical diagnoses. Any help would be very much appreciated that would help with any daily living costs and medical expenses.",sadness
"Hello, my names Daylynne.My puppy Lady Booperton, or as a lot of you know her as booper has recently been diagnosed with an intestinal blockage that is life threatening. Surgery is absolutely necessary or iâll lose my best friend who hasnât even gotten to fully experience her life yet. Everything has happened very sudden. Weâve spent the last few days in numerous vet offices trying to get answers and find solutions but have been told we are running out of time. The only option is to get the surgery to save boopers life. Itâs been a frustrating path, the object is lodged in her small intestine and is causing her intestine to fold on itself which if not treated will result in her dying. The vet has told us because of her young age the possibilities of her making a speedy is highly possible in these early stages of her condition. But the longer we wait the worse it will continue to get. I rescued booper and took on the responsibility of being her mom and I hate to see my fur baby suffer. Anything helps I truly appreciate all the love and support it means a lotThank you",anger
"Hi everyone! Thank you for making your way to this page. I have been best friends with Karla for 18 years now, and she is one of the sweetest, most loyal, funny, bad ass, caring woman out there. Sheâs an amazing Mom, Wife, friend, and doggo mom. As some of you may know, Karla was recently diagnosed with breast cancer, which came as a total and complete surprise. Karlaâs cancer is currently diagnosed at Stage 2. Sheâs having a double mastectomy, chemo, and then daily radiation.

In addition to all of this, cancer treatment will render her unable to work for a period of time. Last week Karla found out her company was merging and eliminating her position in June.

This GoFundMe would be for food, food for her 4 dogs, gas to go back and forth to Seattle for treatment, rent, bills and any supplies she may need for treatment. As Sean and Karla will have to miss work through her treatment, this will help to make both their lives a little easier through it all and not have to worry.

We cannot let expense be a barrier for Karla! It would be awesome if we could lessen her burden of medical expenses and missed work time so she can focus on the task at handâ¦. Beating cancer! Let's come together to help Karla kick cancerâs ass and have the future she deserves! â¤ï¸",surprise
"Rebecca, mom of 2, Triple Negative Breast Cancer that has spread to lymph nodes. I maybe weak and bald but I am still putting up a fight. Next week I will be having bilateral mastectomy with lymph node removal, we are hoping for good news from pathology that it has not spread further. I am still attending my treatments at cancer center which are planned through September. I will begin radiation in May.

Life is short, spend time with family, hug your kids more, do what makes you happy, live life to its fullest and IF YOU CANâT BE GOOD BE GREAT! â¤ï¸ Rebecca",optimism
"I'm a friend and co-worker of Ms. Tammy Clements, the daughter of Mrs. Joanne Rhodes, and they need our help to purchase a mobile scooter. Joanne, Momma-Jo to those of us who love her, has fallen a couple of times in the past few months which resulted in a broken knee and a broken shoulder. She's been in and out of the hospital and rehab and thankfully is home now, but falls are still a problem. Insurance will not pay for a mobile scooter and we need this so Momma-Jo can retain some independence and mobility. Throughout this entire ordeal, Momma-Jo has retained a positive attitude and still manages to light up every room, and working with Tammy has been a joy for me. Tammy has been through a lot this past year, losing her husband to cancer and now helping her mother. Tammy never complains and is honored to care for Momma-Jo, but any and all help is greatly appreciated.

Please help us raise $1,500 to go towards the purchase of a scooter, any amount raised beyond the goal will go towards Momma-Jo's medical expenses.",joy
"Twelve year old Marilyn, a sweet, happy girl in a family of 5, was thinking about soon becoming a teenager, not fighting cancer. Suddenly ill, and after a series of tests, the diagnosis was more shocking than any of us could have imagined, Stage Four Hodgkin's lymphoma. She was admitted to Rady Children's Hospital in San Diego and has begun comprehensive chemotherapy and radiation treatments. With her mother by her side, she is bravely beginning her battle to fight this cancer. Her father, while still working when he can, is now exclusively caring for his other two children, while juggling everyday financial responsibilities with many new and unexpected medical expenses.
The first treatment last Thursday was very hard on Marilyn, and she has more ahead of her, then a three week break, with this treatment schedule ongoing for 7 or more months. We want to make money the last thing the family has to worry about while keeping Marilyn strong and caring for each other. Anything you can donate will be a help to her family, but also a gift to Marilyn, letting her know people care about her which will no doubt help to keep her spirits up. 
We cannot thank you enough for your kindness and generosity to a family that is part of our farm family and community.",surprise
"The local community has lost another wonderful Critical Care Nurse to Covid-19.

Kurt and Kathy have lived in Northbend, Washington with there 4 teenage children for many years. Supporting there community and church.

Kurt Julian was a Critical Care Nurse at Evergreen Health and the husband of Kathy 
Julian, a Critical Care Nurse at Virginia Mason Medical Center. Kurt and Kathy both worked together at VMMC in the CCU several years ago as a great husband and wife team.

Kurt cared for critically ill Covid-19 patients for weeks before became ill. At first Kurt was treated at Evergreen Health then he was transferred to Harborview Medical Center.  After spending weeks on a ventilator and most recently on a heart/lung machine. Sadly, Kurt passed away Friday May 29, 2020 with Kathy and children by his side.

Kurt was a caring,thoughtful, and compassionate nurse that was respected by all. He loved his children and adored his wife Kathy his best friend and life partner.

Donations would be greatly appreciated for this wonderful family that is grieving from the loss of this exceptional father, husband, nurse and friend. Kurt will be missed by all.

The money from this campaign will be used to help support Kathy and her children with every day needs due to the loss of her husband's income.

I am a co worker and friend of Kathy Julian's at Virginia Mason Medical Center and I have also worked with Kurt at Evergreen Health and at Virginia Mason  Medical Center.",sadness
"Hello, my name is Pamela Henderson and my father was diagnosed with Lung Cancer.

Two weeks ago I received a message from my dad letting me know he was going in for some tests as his lymph nodes in his neck had swollen overnight. Long story short on September 1st, my dad was diagnosed with Lung Cancer. The cancer has spread into his lymph nodes. We have a long road ahead of us. His next step is visiting with an oncologist to run even more tests.

Even with insurance the cost will be more than we can bear. I hate that my dad and mom have to go through this, as this will not only take an emotional toll but also a financial one as well.

Any amount of donation will genuinely help my dad and mom through this journey fighting this nasty cancer. I don't want them to stress about finances as they have enough on their plate as it is. If you are unable to donate, please say a prayer and share. We love you all and thank you for your thoughts, prayers, wishes, and support.

We will be keeping a journal and tracking his progress through this journey. You will hear from him, my mom Janette, and myself.

Much love,
Pam

p.s hug your loved ones tight. We never know how much time we have left on this earth.

enjoy this day and your lives for the gifts that they are ~Janette Shultz",anger
"My name is Michael. On January 12th, our area was hit by a tornado. My dad, his friend and her 5 year old son Egan were trying to get home as they were inside the actual tornado. Unfortunately while on their way, the car they were in was struck by a flying tree. Egan did not make it and my dad was sent to ICU due to multiple broken and fractured bones. He is in excruciating pain with a broken neck and many broken Bones in his back. He does not have health insurance and will also not be able to work for a while. I am asking that anyone who would like to contribute to my dad please do so. He has a long road to recovery that will cost and while he is unable to work he does still have bills to pay to keep from losing everything. Please find it in your heart to help someone in need who needs your support.",sadness
"Hi, my name is Harry. On the 25th of February 2013, one of my best friends Nicholas Evans committed suicide. The year following that was extremely hard and the person I could count on to talk to and confide in was my best friend Ayden Lane. Ayden was very close to Nick and took his death extremely hard. Tragically a year after Nicks's death Ayden would also commit suicide on 2nd March 2014 to the shock of all his friends and family. I lost two of my best friends only a year apart and I couldn't understand why either of them didn't talk to me about the mental struggles they were going through. Mental health awareness for men has improved so much since their passing but there's still a long way to go. 75% of all suicides in Australia are men and boys.

To help raise more awareness and money for men's mental health and to do my part to keep getting the message out there that it's not weak for men to seek help and speak to someone, I will be running in the Ultra Trail Australia 50km ultra-marathon in the Blue Mountains on the 13th of May 2023. I will be donating the money raised to Beyond Blue a great mental health awareness charity. Any donation is welcome if you are able to help.

Thank you

Harry",surprise
"This page is dedicated to raising funds to cover some of Chad's recent unexpected costs for his heart valve replacement surgery. For those of us lucky enough to know Chad and Amanda, we know this year has been difficult with Chad's health. As a cancer survivor, Chad has known that he would need a new heart valve replacement for several years due to radiation damage. The plan was to perform a routine heart test and then he was scheduled to go home and enjoy the holidays with his family. The test unexpectedly revealed severe valve damage and blockages in several arteries. He underwent open heart and valve replacement surgery the next day.

Having already gone through a new cancer diagnosis this year, this surgery will create additional unexpected costs. This fund is designed to give a way for those who want to contribute to do so. We see this as a way to provide Chad and Amanda with the ability to focus on his recovery and not finances during this time. If you are looking for a way to help this amazing family, please consider donating to this fund. Thank you!!",surprise
"We received some devastating news about our baby girl Lila. My wife Marisa is 21 weeks and we have been told our baby girl will not make it due to some genetic and health issues. We have to deliver her early which is happening this weekend and thereâs no chance of her surviving. This has been something so devastating and something we never thought weâd have to go through. These have been the worst moments in our life. On top of all of the grief we have to endure, the medical expenses and burial costs are super expensive and very overwhelming.

If any of you could donate anything to our sweet little family we would surely appreciate it more than you could ever know. And for those who canât donate we would appreciate your prayers and love during this very difficult time!",sadness
"On 5/13/22, I married my best friend. We spent six months enjoying our newlywed life. On 10/21/22, James was admitted to the hospital due to a low hemoglobin and platelet count found on routine bloodwork at his yearly physical. He received two blood transfusions. After ruling out blood loss anemia, a bone marrow biopsy was done. We were initially given several different possible diagnoses. On 11/1/22, we were given a confirmed diagnosis of Chronic Myelomonocytic Leukemia (CMML). We will be traveling to Houston to establish care with the renowned team at MD Anderson. A lot of this treatment will not be covered by insurance. We hope to be able to cover all of his treatment on our own, but we have had people reach out to say they want to help, and that is why we created this account. All of the donations will go towards treatment costs. If there are funds left over, we will be donating that to the Leukemia and Lymphoma Society. An even more meaningful way to help would be to visit the link provided for the donor registry and get yourself tested to become somebody's chance at a longer life with their loved ones.

Bone Marrow Registry
Leukemia and Lymphoma Society",joy
"Hi as many of you already know my nephew was in a terrible 4 wheeler accident 3 weeks ago. My sister lives in Espanola and has been traveling back and forth to visit him in the hospital. Iâm asking for donations for fuel, lodging, and medical expenses. Anything helps and is so much appreciated I know times are tough for everyone right now but please consider giving a little something. Thank you in advance, I hate asking anyone for anything for those of you who know me well but this is a special and very unfortunate time for our family. Much love to you all.",anger
My gorgeous daughter has just been diagnosed with Multiple Sclerosis! We are all in a state of shock and are all just trying to support Sarah as much as we can! We have been shoved around by the public health system and haven't received any support what so ever and are hoping that with all your love and support we can rasie some funds to help Sarah and Chris put her through the private health system so she can be seen faster and get some much needed answers and medical support! Even if it is $2 any amount will help! ,optimism
"Hi, my name is India. I'm fundraising for my husband Elijah's medical bills. On September 10, 2022, Elijah went to the hospital after two weeks of throwing up, being unable to eat and losing 15lbs. I had just gotten out of the United States Navy the day before, on September 9th. On our way to Arizona to surprise family, things turned for the worse, and we had to go to the Emergency room. He was given a CT scan and an IV, and we were sent on our way. A month later, we were hit with a $11,054 medical bill that the military refused to pay for because of the one-day transitional period between the day I was discharged and the day he went to the ER and we had not yet been rolled over to the veteran health insurance. Elijah is currently enrolling in college, and looking for a job and we are both living off my part-time seasonal job income and occasionally some Door Dash. We have applied for financial assistance with the hospital over 3months ago and have just been told that if we dont start making monthly payments they will be sending this huge bill to collections. We are having immense difficulty making ends meet with this added hundreds of dollars a month in expenses. We appreciate any and all generosity during this challenging season in our lives. God Bless.",surprise
"                        ââUPDATEââ
I am so thankful for EVERYONE who has helped me out by donating money for my new smile. I have raised way more than I had intended too, which has basically covered the full cost of the surgery. My surgery for my teeth extraction will be on Monday morning! 
I wouldn't have been able to accomplish this without you. So...THANK-YOU!!! 
     
Psst.. I will be posting before and after pics of my teeth once I get the dentures and will upload it to Facebook on my mom's profile page and mine. 

Note: All of the funds will be transferred and          managed by my mom. ",gratitude
"Hey! I'm Brendon. You probably know me from the Charleston punk/alternative scene as the bassist from Super Runaway, Haunters, Dog Bite, Abrevity, and Hybrid Mutants (among others).

I'm undergoing surgery to remove a possibly malignant tumor and could really use assistance paying for the procedure, as I'm uninsured. We are not sure yet if it is cancer or not, but we have to be prepared for anything. I will also be out of work for anywhere from two to six weeks and won't be able to make rent for December and possibly January. I don't ask for help lightly, and I try to give it when I can. Until this procedure is done I'm unable to work or perform strenuous tasks, and it's incredibly frustrating not being able to do what I love for a living or simply play my guitar to create and pass the time.

Immediate proceeds will go strictly toward paying rent for December and medical bills following my surgery, as well as rent for January. Please know anything will help, no matter the amount. Any excess proceeds will be donated to Food Not Bombs, a collective combating hunger and food waste in North Charleston.

I'm not accident-prone and do what I can to keep my health in check, but sometimes the universe just likes to throw you a curve ball. Thank you for your support.",anger
"On December 2nd CJ had a heart attack. He was feeling pain in his chest, so he called 911. While being transported in the ambulance going to the hospital CJ flat lined and had no pulse. The quick action of the paramedics brought him back and after entering the hospital, they found multiple blockage in his heart. They proceeded with a quadruple bypass surgery. CJ is now in cardiovascular rehab trying to get his life back to normal, those of you that know CJ he always keeps us laughing so letâs help in getting him back to the CJ we all know and love. His insurance doesnât become active until January 1st 2023 so any assistance would truly be appreciated and a blessing.",joy
"Hi, my name is Toni and this fundraiser is for my good friend Amanda. On Thanksgiving, Amanda and her four children were out of town enjoying family and friends. The day was great, good food and even better laughs. Unfortunately, that turned into a night of heartache and tears. At a town function a few people got in to a disagreement and instead of handling it with simply walking away...shooting began, everyone immediately started running. Amanda's oldest, Tristan, whom has a 18th birthday today, December 2nd, hid under a vehicle. He happened to peep from under the car and saw his two younger female cousins were frozen with fear standing there. He quickly jumped up and pulled them down to safety. In doing this Tristan got shot in the neck. In an instance this young man who starts on his Varsity Basketball team #4, a great student, humble attitude, great son, brother and friend, life has dramatically changed. He has very limited ability to use his upper body. He requires 24 hour care. Let's come together to bless this mom so she can continue to care for her son and not have to worry about financial issues. Please lift them up in constant prayer! God is good.",joy
"Hi, My name is Aleana and Iâm attempting to raise money for my best friend Patty Osborne. Iâve been blessed to be a Fairy Godmother/Auntie to these wild but wonderful family whoâve been through endless amounts of uphill battles. Patty is a single mom of 5 kids and a working LPN. Recently Patty has been having excessive illnesses that have finally led her to a diagnosis of a mass in her right sinus cavity that will require surgery. Due to the location and size of the mass the recovery time is still unknown at this time. Patty is the sole provider for her household. The fun thing about her household is you just never know how many people are going to be in there, her home has become a safe place for her childrenâs friends and significant others. During her recovery the last thing that I want on her mind is paying bills or how her kids are going to be fed. This is going live so early due to her increasing inability to work because of the symptoms she has been experiencing while she waiting for her CT and surgery date. Patty is the type of person who would give you her last 5 dollars without batting an eye but has a very hard time accepting help which is why Iâve started this on her behalf. Any amount of donations is greatly appreciated! Thank you and stay tuned for updates!",joy
"Iâm fundraising for a dear friend Rachel Reyes and her husband, Eric.

A few months ago, Eric lost his job (and insurance) through no fault of his own. Shortly after, he became quite ill and it was discovered that he has stage 3 colon cancer.

Eric and Rachel are two of the kindest, gentlest human beings on this earth. Rachel has an immune disease, but sheâs working round the clock to care for her husband and try to pay their bills.

because Eric lost his insurance and has been in the hospital, medical bills are stacking up, and since Rachel is the only paycheck currently, thereâs not enough money for their basic bills.

When Eric was finally released after Christmas, they were in a car accident on the way home from the hospital, totaling their only car.

Rachel and Eric are phenomenal people who need our help right now. They are lights in this world, sharing their kindness with anyone they come into contact with.

please consider donating to helpâ¦ any amount helps. Eric and Rachel are so kind and gentle, I hate that something so awful is happening to such good people.",anger
This is my Mama (Kay) she has terminal cancer and currently doesnât have much time left. Iâm making this go fund me just to try and make her life a little easier. At this point who knew cancer could be so damn expensive. You have to pay for cancer ?! Itâs crazy to me. Medical bills are piling up. Home bills are piling up. Iâm asking for help so my mother doesnât need the extra stress and I canât help her in ways Iâm hoping eveyone else can. We love and appreciate eveyone so so so much for eveything people do for us and will shower you with love and care â¤ï¸ Thank you for listing to me. Any questions can message me personally or anything. Thank you everyone and god bless !!! ,anger
Hello my name is Kyle Cascarano and in the month of November my life was turned completely upside down. What seemed like any other month was met with a medical emergency that nearly took my life. I had an abscess that infected my tonsils then spread to my blood and my lungs. If it wasnât for the doctors at Boston Medical Center I wouldâve more than likely lost my life. I have signed up for paid medical leave but it takes a while to take effect. Iâm asking for a goal of 300$ so I can keep my phone on groceries in the fridge and be able to travel to and from my appointments. I hate to do this but I have no options. To anyone who considers helping me stay afloat I truly love and appreciate you. Peace and love everyone. Thank you,anger
"Hi My, name is Melissa Walters. I am a very honest Christian Lady. I am unable to work, due to several chronic health problems, which includes skin cancer and Gastroparesis. I am in desperate need of a vehicle. I have just found out that I have skin cancer on top of all my other chronic health problems. I am having to go to Louisville and Lexington to doctors and I have no transportation. If you could find it in your heart to help me, it would greatly be appreciated. I know God will bless you for any help that you give. Anything would greatly be appreciated, even if it's is just prayers. I truly hate to even have to ask. I truly hate to even ask. I am not financially able to buy a car. I pray that God will lay it on someone's heart to help me . I truly will appreciate any help from anyone. Again thank you all for your time. May God Bless you all and be with you each and everyday.",anger
"As you all know my mom has had a rough go of it since having her 4th back surgery in September. She spent 9 days in the hospital and the doctor was amazed that she was able to walk before surgery due to the trauma in her back. After the surgery she was discharged and sent home after hurricane Ian shut down her hospital, only to get rushed back to the hospital 4 days later with an infection and spent 17 more days in the hospital. She was home for 10 days and the infection is back and now doing more damage. She needs another surgery to remove all signs of infection and to recut her incision. The bills are going to be massive and overwhelming for them. If you have the means to help it would be greatly appreciated but please do not put yourself in a bind doing so. I thank you for your time and will update periodically as we know how the surgery went.",gratitude
"Hi, my name is Antonio. I am trying to help out my friend who is on life support. I know the medical bills are growing everyday he spends in ICU. I would like to start fundraising for him and his amazing family to help in what little way possible. Joshua and his family are going to need support on this road to recovery so, any little bit will help them through this tough time. Joshua was sent to the ER, put in ICU a week ago with a severe case of Pneumonia and Flu. He was then transferred to Emmanual hospital where he was placed on life support. His kidneys have failed and is on dialysis. This was very unexpected for my friend and his family with him being so young ( early 30's). I thank you for all the prayers and whatever you all can give for Joshua and his family at this time!! Thank you Jesus for the healing you have done and about to do!",gratitude
"Hi, my name is Kirstin. My husband Bobby's Mom is suffering from macular
degeneration, and cataracts. She is all but blind in one eye, and desperately needs surgery in the other one so she does not go completely blind! I love my mother in law very much, and hate seeing her suffer! She is scared to death of the dark, and this would be a permanent darkness for her. I don't think she would make it through that, and Bobby and I do not want that to happen! Any funds earned would go to this desperately needed eye surgery, and the recovery process. If everyone that sees this would be able to spare $1 or $2, we will have the money for her surgery in no time! Thank you in advance, our family appreciates you!!! Please share if you are unable to donate, that would be a big help as well!",fear
